# time, num_meas, N_fault_max, subsetsize, num_residual, num_state_vars
1679304773.214000 38 4 82993 1387 660
1679304773.714000 49 5 2138410 1467 666
1679304774.214000 46 5 1550201 1571 684
1679304774.714000 39 4 92171 1565 654
1679304775.214000 47 5 1729648 1519 609
1679304775.714000 49 5 2138410 1592 618
1679304776.214000 44 5 1235994 1606 612
1679304776.814000 38 4 82993 1571 597
1679304777.314000 38 4 82993 1497 600
1679304777.814000 33 4 46938 1432 600
1679304778.414000 30 4 31931 1446 642
1679304778.914000 32 4 41449 1442 678
1679304779.514000 46 5 1550201 1590 702
1679304780.114000 60 5 5985198 1567 690
1679304780.614000 44 5 1235994 1592 615
1679304781.114000 54 5 3505051 1718 678
1679304781.614000 52 5 2893164 1783 663
1679304782.414000 49 5 2138410 1809 693
1679304782.914000 35 4 59536 1599 636
1679304783.614000 26 4 17902 1432 648
1679304784.114000 24 4 12951 1197 597
1679304784.814000 27 4 20854 1136 621
1679304785.414000 20 4 6196 986 552
1679304785.914000 29 4 27841 1086 570
1679304786.614000 32 4 41449 1181 594
1679304787.114000 28 4 24158 1041 540
1679304787.814000 26 4 17902 1096 552
1679304788.314000 29 4 27841 1038 522
1679304788.814000 27 4 20854 1107 531
1679304789.314000 27 4 20854 1044 501
1679304789.914000 27 4 20854 1104 516
1679304790.414000 24 4 12951 1121 513
1679304791.014000 24 4 12951 1155 519
1679304791.514000 31 4 36457 1194 537
1679304792.114000 22 4 9109 1074 498
1679304792.614000 27 4 20854 1200 540
1679304793.114000 29 4 27841 1231 561
1679304793.814000 39 4 92171 1328 597
1679304794.314000 43 5 1099296 1344 615
1679304794.814000 41 4 112792 1376 609
1679304795.314000 39 4 92171 1377 609
1679304795.814000 45 5 1385980 1421 609
1679304796.314000 45 5 1385980 1412 609
1679304796.914000 44 5 1235994 1442 588
1679304797.414000 43 5 1099296 1432 585
1679304797.914000 43 5 1099296 1454 561
1679304798.414000 43 5 1099296 1454 561
1679304799.014000 40 4 102091 1428 528
1679304799.514000 40 4 102091 1428 528
1679304800.114000 40 4 102091 1484 525
