# time, num_meas, N_fault_max, subsetsize, num_residual, num_state_vars
1679304766.414000 34 6 1676116 1415 708
1679304767.014000 26 5 83682 1311 690
1679304767.514000 32 5 242825 1175 615
1679304768.114000 39 6 3930551 1296 567
1679304768.614000 49 6 16122226 1484 600
1679304769.114000 46 6 10917020 1583 636
1679304769.714000 62 6 68543140 1715 741
1679304770.214000 53 6 26144848 1725 753
1679304770.714000 39 6 3930551 1666 756
1679304771.214000 49 6 16122226 1701 792
1679304771.714000 46 6 10917020 1554 714
1679304772.214000 46 6 10917020 1526 708
1679304772.714000 37 6 2835200 1499 708
1679304773.214000 38 6 3345616 1387 660
1679304773.714000 49 6 16122226 1467 666
1679304774.214000 46 6 10917020 1571 684
1679304774.714000 39 6 3930551 1565 654
1679304775.214000 47 6 12467221 1519 609
1679304775.714000 49 6 16122226 1592 618
1679304776.214000 44 6 8295046 1606 612
1679304776.814000 38 6 3345616 1571 597
1679304777.314000 38 6 3345616 1497 600
1679304777.814000 33 6 1391842 1432 600
1679304778.414000 30 5 174437 1446 642
1679304778.914000 32 5 242825 1442 678
1679304779.514000 46 6 10917020 1590 702
1679304780.114000 60 6 56049058 1567 690
1679304780.614000 44 6 8295046 1592 615
1679304781.114000 54 6 29332216 1718 678
1679304781.614000 52 6 23251684 1783 663
1679304782.414000 49 6 16122226 1809 693
1679304782.914000 35 6 2007328 1599 636
1679304783.614000 26 5 83682 1432 648
1679304784.114000 24 5 55455 1197 597
1679304784.814000 27 5 101584 1136 621
1679304785.414000 20 5 21700 986 552
1679304785.914000 29 5 146596 1086 570
1679304786.614000 32 5 242825 1181 594
1679304787.114000 28 5 122438 1041 540
1679304787.814000 26 5 83682 1096 552
1679304788.314000 29 5 146596 1038 522
1679304788.814000 27 5 101584 1107 531
1679304789.314000 27 5 101584 1044 501
1679304789.914000 27 5 101584 1104 516
1679304790.414000 24 5 55455 1121 513
1679304791.014000 24 5 55455 1155 519
1679304791.514000 31 5 206368 1194 537
1679304792.114000 22 5 35443 1074 498
1679304792.614000 27 5 101584 1200 540
1679304793.114000 29 5 146596 1231 561
1679304793.814000 39 6 3930551 1328 597
1679304794.314000 43 6 7195750 1344 615
1679304794.814000 41 6 5358578 1376 609
1679304795.314000 39 6 3930551 1377 609
1679304795.814000 45 6 9531040 1421 609
1679304796.314000 45 6 9531040 1412 609
1679304796.914000 44 6 8295046 1442 588
1679304797.414000 43 6 7195750 1432 585
1679304797.914000 43 6 7195750 1454 561
1679304798.414000 43 6 7195750 1454 561
1679304799.014000 40 6 4598479 1428 528
1679304799.514000 40 6 4598479 1428 528
1679304800.114000 40 6 4598479 1484 525
